,alpha_annual,beta_mkt,r2,regime
2023-03-20,-0.14268129422061715,0.005578882546008424,0.00780179818072857,range_bound
2023-03-21,-0.14243669557982797,0.005780114524580073,0.008389019446015,range_bound
2023-03-22,-0.14118998116352055,0.0058925639279615236,0.008832341373111507,range_bound
2023-03-23,-0.141126682060829,0.005791259569634866,0.008568642362353995,range_bound
2023-03-24,-0.1412196667479897,0.006269208416171645,0.009863343249255418,range_bound
2023-03-27,-0.14123227353560208,0.0064079733490720325,0.01032189969117936,range_bound
2023-03-28,-0.14124310752205527,0.006385612014142916,0.010247630723966172,range_bound
2023-03-29,-0.14124692130610006,0.006187074259941801,0.009537490389100123,range_bound
2023-03-30,-0.14165793744829425,0.0073004409339085105,0.01274441101458057,range_bound
2023-03-31,-0.14200673756482018,0.007498902124661804,0.01345414971282377,range_bound
2023-04-03,-0.14243989401176782,0.007892251760515431,0.014962749342396386,trending_up
2023-04-04,-0.13922420057591978,0.00839886042594144,0.017301708032636642,range_bound
2023-04-05,-0.13886574251364625,0.008133177546234285,0.016062799977039854,range_bound
2023-04-06,-0.13886508067475223,0.007946929147287134,0.015267622680855575,range_bound
2023-04-10,-0.13919250437323594,0.009134554648742516,0.01837034471633403,range_bound
2023-04-11,-0.14098353975984423,0.00917496630566042,0.018049966152541175,range_bound
2023-04-12,-0.14146235780346472,0.009471689315094053,0.01912397685434475,range_bound
2023-04-13,-0.13967312056360026,0.008600048177772624,0.015542703249153411,range_bound
2023-04-14,-0.1402074824736168,0.009211984316064292,0.017747666303658982,range_bound
2023-04-17,-0.13969370904150902,0.008972644529345836,0.016241687451033715,range_bound
2023-04-18,-0.13813649176440612,0.010037840157880902,0.01926864479743229,range_bound
2023-04-19,-0.13721465396273524,0.010007300238692488,0.019143112027667386,range_bound
2023-04-20,-0.13740029172760637,0.01029653622117256,0.02013325199254201,range_bound
2023-04-21,-0.13752690139394896,0.010921969331120268,0.02161214957342361,range_bound
2023-04-24,-0.13768769192940422,0.01115609912926534,0.022454324882371757,range_bound
2023-04-25,-0.13781256787000806,0.011344672429101723,0.023147562286643386,range_bound
2023-04-26,-0.13501055324970457,0.010573387831874104,0.02068769850724672,range_bound
2023-04-27,-0.13484742679793904,0.010401415053655081,0.01924600346155414,range_bound
2023-04-28,-0.1375660602336195,0.009143070395250983,0.014501655296992988,range_bound
2023-05-15,-0.13881458564923388,0.008579456774815523,0.012285033051619987,range_bound
2023-05-16,-0.13784962067306095,0.008813031275418432,0.012842416430440706,range_bound
2023-05-17,-0.13801423708276261,0.008869751906679695,0.013011717457493188,range_bound
2023-05-18,-0.13861662124626317,0.009192583605200857,0.014041570121933078,range_bound
2023-05-19,-0.14034598350322092,0.008379944185734749,0.011232739018815385,range_bound
2023-05-24,-0.14760756416570342,0.00864039751079581,0.010110595757990337,range_bound
2023-05-25,-0.15079671480677104,0.009253975792838386,0.01115153579217154,range_bound
2023-05-26,-0.15084374865335837,0.009592474051526266,0.011982629448730964,range_bound
2023-05-30,-0.1505968708071893,0.009742267061677818,0.0124601029148379,range_bound
2023-05-31,-0.1502793228620558,0.009361894316240928,0.011067669414487002,range_bound
